post_title,sku,parent_sku,meta:product_style,stock,manage_stock,tax:product_type,meta:attribute_pa_size,attribute:pa_size,attribute_data:pa_size,meta:attribute_pa_color,attribute:pa_color,attribute_data:pa_color,meta:upc_field,regular_price,meta:msrp_field,Map_Required,weight,swIMG,URL1,URL2,URL3,URL4,post_content,tax:product_brand,tax:product_gender,Category,SubCategory,tax:product_collection,tax:product_productline,attribute:pa_fabric,attribute_data:pa_fabric,attribute:pa_neckdesign,attribute_data:pa_neckdesign,attribute:pa_sleevestyle,attribute_data:pa_sleevestyle,attribute:pa_bratype,attribute_data:pa_bratype,attribute:pa_closure,attribute_data:pa_closure,attribute:pa_controllevel,attribute_data:pa_controllevel,attribute:pa_silhouette,attribute_data:pa_silhouette,attribute:pa_bigandtall,attribute_data:pa_bigandtall,attribute:pa_inseam,attribute_data:pa_inseam,attribute:pa_innerpackqty,attribute_data:pa_innerpackqty,attribute:pa_countryoforigin,attribute_data:pa_countryoforigin,ParentImage
Hanes Womens Sport™ FreshIQ™ Cool DRI® Performance Polo,1351,,480W,,,,,S|M|L|XL|2XL|3XL,,,Black|DeepRed|DeepRoyal|Graphite|Navy|White|WowPink,,00078715452490,8.19,0,0,0.35,https://cdn1.nuorder.com/product/63b2740f75ecbd48b82284d67e6e3f40.jpg|https://cdn1.nuorder.com/product/879aa8403de0024b4a3d3d02dd5a185a.jpg|https://cdn1.nuorder.com/product/96c12575f839db54bcb95467b23fb65e.jpg|https://cdn1.nuorder.com/product/bc4d36aa50a4d9e1951e34ca3d41ec69.jpg|https://cdn1.nuorder.com/product/6716c45bd8fb981338339a8167fecac5.jpg|https://cdn1.nuorder.com/product/ac07feed21b4e403212ae38b202ad2a8.jpg|https://cdn1.nuorder.com/product/8c18f624fa4b409463e6a726eca1495a.jpg|https://cdn1.nuorder.com/product/643870e1b752648956203c09b9ab25c2.jpg|https://cdn1.nuorder.com/product/d425cc0315369fcec24f50f01be16608.jpg|https://cdn1.nuorder.com/product/a5fd7bcc8a325875efe64e697a5eb5a4.jpg|https://cdn1.nuorder.com/product/d5ec20886e4720f49ffe2c8b92c1f7f6.jpg|https://cdn1.nuorder.com/product/7408ee8cd74243ad15c0b6374ddf601c.jpg|https://cdn1.nuorder.com/product/b975796423847f5a81635e47bbc86cf4.jpg|https://cdn1.nuorder.com/product/5f7cf0723b0c2d0d10082e9633962cdf.jpg|https://cdn1.nuorder.com/product/3cb5e995e2f29cee9db75d217e577ac4.jpg|https://cdn1.nuorder.com/product/c074a21fd0ef17a2f250fe791bec555e.jpg|https://cdn1.nuorder.com/product/4dc6ca38cbeda697f1bb68ae442c644f.jpg|https://cdn1.nuorder.com/product/f06ffb77b97a4adf66d758a1487d2c65.jpg|https://cdn1.nuorder.com/product/97b3505becb4cd12b3d5f39d6cb58cf1.jpg|https://cdn1.nuorder.com/product/bfe82ceae71878404b73e116c7adb049.jpg|https://cdn1.nuorder.com/product/cfdb62501141c84d3df83c0e6a0b1d06.jpg,https://cdn1.nuorder.com/product/63b2740f75ecbd48b82284d67e6e3f40.jpg,NULL,NULL,NULL,Wanna stay dry? No sweat. Our Cool DRI Polos dry-fast technology keeps you cool and comfortable even when the competition heats up. Rapid-dry interlock jersey knit dries faster to keep you cool. Tag-free for itch-free comfort. Cool DRI Polos carr y anexcellent Ultraviolet Protection Factor rating of 50+. Double-needle sleeve and bottom hems. Contemporary color palette.,Hanes,Women,Tops,Polos,Hanes Sport,FreshIQ,100% polyester; 4 oz interlock fabric,,Crewneck,,Short Sleeve,,,,,,,,,,,,,,1,,IMPORTED,,https://cdn1.nuorder.com/product/63b2740f75ecbd48b82284d67e6e3f40.jpg
Hanes Womens Sport™ FreshIQ™ Cool DRI® Performance Polo,14935,1351,480W,0,yes,,S,,,Black,,,00078715452490,8.19,0,0,0.35,https://nylimages.s3.amazonaws.com/HBI_H480_Black_sw.jpg,https://cdn1.nuorder.com/product/63b2740f75ecbd48b82284d67e6e3f40.jpg,NULL,NULL,NULL,Wanna stay dry? No sweat. Our Cool DRI Polos dry-fast technology keeps you cool and comfortable even when the competition heats up. Rapid-dry interlock jersey knit dries faster to keep you cool. Tag-free for itch-free comfort. Cool DRI Polos carr y anexcellent Ultraviolet Protection Factor rating of 50+. Double-needle sleeve and bottom hems. Contemporary color palette.,Hanes,Women,Tops,Polos,Hanes Sport,FreshIQ,100% polyester; 4 oz interlock fabric,,Crewneck,,Short Sleeve,,,,,,,,,,,,,,1,,IMPORTED,,https://cdn1.nuorder.com/product/63b2740f75ecbd48b82284d67e6e3f40.jpg
Hanes Womens Sport™ FreshIQ™ Cool DRI® Performance Polo,14936,1351,480W,0,yes,,M,,,Black,,,00078715455101,8.19,0,0,0.38,https://nylimages.s3.amazonaws.com/HBI_H480_Black_sw.jpg,https://cdn1.nuorder.com/product/63b2740f75ecbd48b82284d67e6e3f40.jpg,NULL,NULL,NULL,Wanna stay dry? No sweat. Our Cool DRI Polos dry-fast technology keeps you cool and comfortable even when the competition heats up. Rapid-dry interlock jersey knit dries faster to keep you cool. Tag-free for itch-free comfort. Cool DRI Polos carr y anexcellent Ultraviolet Protection Factor rating of 50+. Double-needle sleeve and bottom hems. Contemporary color palette.,Hanes,Women,Tops,Polos,Hanes Sport,FreshIQ,100% polyester; 4 oz interlock fabric,,Crewneck,,Short Sleeve,,,,,,,,,,,,,,1,,IMPORTED,,https://cdn1.nuorder.com/product/63b2740f75ecbd48b82284d67e6e3f40.jpg
Hanes Womens Sport™ FreshIQ™ Cool DRI® Performance Polo,14937,1351,480W,32,yes,,L,,,Black,,,00078715455118,8.19,0,0,0.42,https://nylimages.s3.amazonaws.com/HBI_H480_Black_sw.jpg,https://cdn1.nuorder.com/product/63b2740f75ecbd48b82284d67e6e3f40.jpg,NULL,NULL,NULL,Wanna stay dry? No sweat. Our Cool DRI Polos dry-fast technology keeps you cool and comfortable even when the competition heats up. Rapid-dry interlock jersey knit dries faster to keep you cool. Tag-free for itch-free comfort. Cool DRI Polos carr y anexcellent Ultraviolet Protection Factor rating of 50+. Double-needle sleeve and bottom hems. Contemporary color palette.,Hanes,Women,Tops,Polos,Hanes Sport,FreshIQ,100% polyester; 4 oz interlock fabric,,Crewneck,,Short Sleeve,,,,,,,,,,,,,,1,,IMPORTED,,https://cdn1.nuorder.com/product/63b2740f75ecbd48b82284d67e6e3f40.jpg
Hanes Womens Sport™ FreshIQ™ Cool DRI® Performance Polo,14938,1351,480W,0,yes,,XL,,,Black,,,00078715455125,8.19,0,0,0.46,https://nylimages.s3.amazonaws.com/HBI_H480_Black_sw.jpg,https://cdn1.nuorder.com/product/63b2740f75ecbd48b82284d67e6e3f40.jpg,NULL,NULL,NULL,Wanna stay dry? No sweat. Our Cool DRI Polos dry-fast technology keeps you cool and comfortable even when the competition heats up. Rapid-dry interlock jersey knit dries faster to keep you cool. Tag-free for itch-free comfort. Cool DRI Polos carr y anexcellent Ultraviolet Protection Factor rating of 50+. Double-needle sleeve and bottom hems. Contemporary color palette.,Hanes,Women,Tops,Polos,Hanes Sport,FreshIQ,100% polyester; 4 oz interlock fabric,,Crewneck,,Short Sleeve,,,,,,,,,,,,,,1,,IMPORTED,,https://cdn1.nuorder.com/product/63b2740f75ecbd48b82284d67e6e3f40.jpg
Hanes Womens Sport™ FreshIQ™ Cool DRI® Performance Polo,14939,1351,480W,15,yes,,2XL,,,Black,,,00078715455132,9.19,0,0,0.51,https://nylimages.s3.amazonaws.com/HBI_H480_Black_sw.jpg,https://cdn1.nuorder.com/product/63b2740f75ecbd48b82284d67e6e3f40.jpg,NULL,NULL,NULL,Wanna stay dry? No sweat. Our Cool DRI Polos dry-fast technology keeps you cool and comfortable even when the competition heats up. Rapid-dry interlock jersey knit dries faster to keep you cool. Tag-free for itch-free comfort. Cool DRI Polos carr y anexcellent Ultraviolet Protection Factor rating of 50+. Double-needle sleeve and bottom hems. Contemporary color palette.,Hanes,Women,Tops,Polos,Hanes Sport,FreshIQ,100% polyester; 4 oz interlock fabric,,Crewneck,,Short Sleeve,,,,,,,,,,,,,,1,,IMPORTED,,https://cdn1.nuorder.com/product/63b2740f75ecbd48b82284d67e6e3f40.jpg
Hanes Womens Sport™ FreshIQ™ Cool DRI® Performance Polo,14940,1351,480W,0,yes,,3XL,,,Black,,,00078715455149,9.19,0,0,0.56,https://nylimages.s3.amazonaws.com/HBI_H480_Black_sw.jpg,https://cdn1.nuorder.com/product/63b2740f75ecbd48b82284d67e6e3f40.jpg,NULL,NULL,NULL,Wanna stay dry? No sweat. Our Cool DRI Polos dry-fast technology keeps you cool and comfortable even when the competition heats up. Rapid-dry interlock jersey knit dries faster to keep you cool. Tag-free for itch-free comfort. Cool DRI Polos carr y anexcellent Ultraviolet Protection Factor rating of 50+. Double-needle sleeve and bottom hems. Contemporary color palette.,Hanes,Women,Tops,Polos,Hanes Sport,FreshIQ,100% polyester; 4 oz interlock fabric,,Crewneck,,Short Sleeve,,,,,,,,,,,,,,1,,IMPORTED,,https://cdn1.nuorder.com/product/63b2740f75ecbd48b82284d67e6e3f40.jpg
Hanes Womens Sport™ FreshIQ™ Cool DRI® Performance Polo,14941,1351,480W,0,yes,,S,,,Deep Red,,,00078715455156,8.19,0,0,0.35,https://nylimages.s3.amazonaws.com/HBI_H480_DeepRed_sw.jpg,https://cdn1.nuorder.com/product/879aa8403de0024b4a3d3d02dd5a185a.jpg,NULL,NULL,NULL,Wanna stay dry? No sweat. Our Cool DRI Polos dry-fast technology keeps you cool and comfortable even when the competition heats up. Rapid-dry interlock jersey knit dries faster to keep you cool. Tag-free for itch-free comfort. Cool DRI Polos carr y anexcellent Ultraviolet Protection Factor rating of 50+. Double-needle sleeve and bottom hems. Contemporary color palette.,Hanes,Women,Tops,Polos,Hanes Sport,FreshIQ,100% polyester; 4 oz interlock fabric,,Crewneck,,Short Sleeve,,,,,,,,,,,,,,1,,IMPORTED,,https://cdn1.nuorder.com/product/63b2740f75ecbd48b82284d67e6e3f40.jpg
Hanes Womens Sport™ FreshIQ™ Cool DRI® Performance Polo,14942,1351,480W,0,yes,,M,,,Deep Red,,,00078715455163,8.19,0,0,0.38,https://nylimages.s3.amazonaws.com/HBI_H480_DeepRed_sw.jpg,https://cdn1.nuorder.com/product/879aa8403de0024b4a3d3d02dd5a185a.jpg,NULL,NULL,NULL,Wanna stay dry? No sweat. Our Cool DRI Polos dry-fast technology keeps you cool and comfortable even when the competition heats up. Rapid-dry interlock jersey knit dries faster to keep you cool. Tag-free for itch-free comfort. Cool DRI Polos carr y anexcellent Ultraviolet Protection Factor rating of 50+. Double-needle sleeve and bottom hems. Contemporary color palette.,Hanes,Women,Tops,Polos,Hanes Sport,FreshIQ,100% polyester; 4 oz interlock fabric,,Crewneck,,Short Sleeve,,,,,,,,,,,,,,1,,IMPORTED,,https://cdn1.nuorder.com/product/63b2740f75ecbd48b82284d67e6e3f40.jpg
Hanes Womens Sport™ FreshIQ™ Cool DRI® Performance Polo,14943,1351,480W,0,yes,,L,,,Deep Red,,,00078715455170,8.19,0,0,0.42,https://nylimages.s3.amazonaws.com/HBI_H480_DeepRed_sw.jpg,https://cdn1.nuorder.com/product/879aa8403de0024b4a3d3d02dd5a185a.jpg,NULL,NULL,NULL,Wanna stay dry? No sweat. Our Cool DRI Polos dry-fast technology keeps you cool and comfortable even when the competition heats up. Rapid-dry interlock jersey knit dries faster to keep you cool. Tag-free for itch-free comfort. Cool DRI Polos carr y anexcellent Ultraviolet Protection Factor rating of 50+. Double-needle sleeve and bottom hems. Contemporary color palette.,Hanes,Women,Tops,Polos,Hanes Sport,FreshIQ,100% polyester; 4 oz interlock fabric,,Crewneck,,Short Sleeve,,,,,,,,,,,,,,1,,IMPORTED,,https://cdn1.nuorder.com/product/63b2740f75ecbd48b82284d67e6e3f40.jpg
