post_title,sku,parent_sku,meta:product_style,tax:product_type,meta:attribute_pa_size,attribute:pa_size,attribute_data:pa_size,meta:attribute_pa_color,attribute:pa_color,attribute_data:pa_color,meta:upc_field,regular_price,meta:msrp_field,Map_Required,weight,swIMG,URL1,URL2,URL3,URL4,post_content,tax:product_brand,tax:product_gender,Category,SubCategory,tax:product_collection,tax:product_productline,attribute:pa_fabric,attribute_data:pa_fabric,attribute:pa_neckdesign,attribute_data:pa_neckdesign,attribute:pa_sleevestyle,attribute_data:pa_sleevestyle,attribute:pa_bratype,attribute_data:pa_bratype,attribute:pa_closure,attribute_data:pa_closure,attribute:pa_controllevel,attribute_data:pa_controllevel,attribute:pa_silhouette,attribute_data:pa_silhouette,attribute:pa_bigandtall,attribute_data:pa_bigandtall,attribute:pa_inseam,attribute_data:pa_inseam,attribute:pa_innerpackqty,attribute_data:pa_innerpackqty,attribute:pa_countryoforigin,attribute_data:pa_countryoforigin,ParentImage
Maidenform Womens Comfort Devotion Comfy Soft Full Coverage Wirefree Bra,1233,,09456,,,32A|32B|32C|34A|34B|34C|36A|36B|36C|38B|38C|34D|36D|38D|40B|40C|40D,,,Navy/White|Black/BodyBeige|IvoryShellCombo|Ivory/ShellCombo|LatteLiftw/Black|LatteLift/Black|4S4|EveningBlush/SheerPalePink|ZenBlue/SterlingGrey|PeachSwirlPrint|IR4|0X2|PlumGreyLace/PinkReverie|1Z7|JKR|ArtesianBlueLace/LucentBlue,,00014671706383,16.18,0,0,0.2,https://nylimages.s3.amazonaws.com/09456_Navy.jpg|https://cdn1.nuorder.com/product/82905b1c70fcc7bf4b281ae4cbaa70b0.jpg|https://cdn1.nuorder.com/product/8ef819775e4aa28e754c8a78956fd283.jpg|https://cdn1.nuorder.com/product/321366c0544b2585385a4937ed0c59ae.jpg|https://nylimages.s3.amazonaws.com/09456_SoftBerry.jpg|https://cdn1.nuorder.com/product/88c0e4f9720981976ba30a5c75da3d04.jpg|https://nylimages.s3.amazonaws.com/HBI_09456_ZenBlueSterlingGrey.jpg|https://cdn1.nuorder.com/product/c94dd93b38147e503b3d70ddded4b290.jpg|https://nylimages.s3.amazonaws.com/61U-PKcgVYL._UX1020_.jpg|https://nylimages.s3.amazonaws.com/09456_PlumGrey.jpg|https://nylimages.s3.amazonaws.com/HBI_09456_CielBlue.jpg|https://cdn1.nuorder.com/product/3a2d08dee750eb42d17a35f236c93d15.jpg|https://nylimages.s3.amazonaws.com/HBI_M09456_ArtesianBlueLaceLucentBlue(2).jpg|https://cdn1.nuorder.com/product/fab18fcaab5ab9b4587a23cccb7a8aad.jpg,https://nylimages.s3.amazonaws.com/09456_Navy.jpg,NULL,NULL,NULL,Surprise! No Wires! Our Maidenform Comfort Devotion No Wire Demi Bra is sexy soft and wirefree with a boost of lift. Be comfortable from the inside out!Comfort cups with lift you'll love. Luxuriously soft sueded-touch fabric. Back and side smoothi ngfor a sleek look under clothes. Delicate lace detailing at neckline. Super soft hook & eye won't irritate skin. Leotard back helps keep straps in place.,Maidenform,Women,Bras,Wirefree Bras,Comfort Devotion,Laced,Nylon/elastane,,,,,,T-Shirt,,Hook & Eye,,,,,,,,,,1,,IMPORTED,,https://nylimages.s3.amazonaws.com/09456_Navy.jpg
Maidenform Womens Comfort Devotion Comfy Soft Full Coverage Wirefree Bra,10956,1233,09456,,32A,,,Navy/White,,,00014671706383,16.18,0,0,0.2,https://nylimages.s3.amazonaws.com/HBI_M09456_NavyWhite_sw.jpg,https://nylimages.s3.amazonaws.com/09456_Navy.jpg,NULL,NULL,NULL,Surprise! No Wires! Our Maidenform Comfort Devotion No Wire Demi Bra is sexy soft and wirefree with a boost of lift. Be comfortable from the inside out!Comfort cups with lift you'll love. Luxuriously soft sueded-touch fabric. Back and side smoothi ngfor a sleek look under clothes. Delicate lace detailing at neckline. Super soft hook & eye won't irritate skin. Leotard back helps keep straps in place.,Maidenform,Women,Bras,Wirefree Bras,Comfort Devotion,Laced,Nylon/elastane,,,,,,T-Shirt,,Hook & Eye,,,,,,,,,,1,,IMPORTED,,https://nylimages.s3.amazonaws.com/09456_Navy.jpg
Maidenform Womens Comfort Devotion Comfy Soft Full Coverage Wirefree Bra,10957,1233,09456,,32B,,,Navy/White,,,00014671706390,16.18,0,0,0.22,https://nylimages.s3.amazonaws.com/HBI_M09456_NavyWhite_sw.jpg,https://nylimages.s3.amazonaws.com/09456_Navy.jpg,NULL,NULL,NULL,Surprise! No Wires! Our Maidenform Comfort Devotion No Wire Demi Bra is sexy soft and wirefree with a boost of lift. Be comfortable from the inside out!Comfort cups with lift you'll love. Luxuriously soft sueded-touch fabric. Back and side smoothi ngfor a sleek look under clothes. Delicate lace detailing at neckline. Super soft hook & eye won't irritate skin. Leotard back helps keep straps in place.,Maidenform,Women,Bras,Wirefree Bras,Comfort Devotion,Laced,Nylon/elastane,,,,,,T-Shirt,,Hook & Eye,,,,,,,,,,1,,IMPORTED,,https://nylimages.s3.amazonaws.com/09456_Navy.jpg
Maidenform Womens Comfort Devotion Comfy Soft Full Coverage Wirefree Bra,10958,1233,09456,,32C,,,Navy/White,,,00014671706406,16.18,0,0,0.22,https://nylimages.s3.amazonaws.com/HBI_M09456_NavyWhite_sw.jpg,https://nylimages.s3.amazonaws.com/09456_Navy.jpg,NULL,NULL,NULL,Surprise! No Wires! Our Maidenform Comfort Devotion No Wire Demi Bra is sexy soft and wirefree with a boost of lift. Be comfortable from the inside out!Comfort cups with lift you'll love. Luxuriously soft sueded-touch fabric. Back and side smoothi ngfor a sleek look under clothes. Delicate lace detailing at neckline. Super soft hook & eye won't irritate skin. Leotard back helps keep straps in place.,Maidenform,Women,Bras,Wirefree Bras,Comfort Devotion,Laced,Nylon/elastane,,,,,,T-Shirt,,Hook & Eye,,,,,,,,,,1,,IMPORTED,,https://nylimages.s3.amazonaws.com/09456_Navy.jpg
Maidenform Womens Comfort Devotion Comfy Soft Full Coverage Wirefree Bra,10959,1233,09456,,34A,,,Navy/White,,,00014671706574,16.18,0,0,0.2,https://nylimages.s3.amazonaws.com/HBI_M09456_NavyWhite_sw.jpg,https://nylimages.s3.amazonaws.com/09456_Navy.jpg,NULL,NULL,NULL,Surprise! No Wires! Our Maidenform Comfort Devotion No Wire Demi Bra is sexy soft and wirefree with a boost of lift. Be comfortable from the inside out!Comfort cups with lift you'll love. Luxuriously soft sueded-touch fabric. Back and side smoothi ngfor a sleek look under clothes. Delicate lace detailing at neckline. Super soft hook & eye won't irritate skin. Leotard back helps keep straps in place.,Maidenform,Women,Bras,Wirefree Bras,Comfort Devotion,Laced,Nylon/elastane,,,,,,T-Shirt,,Hook & Eye,,,,,,,,,,1,,IMPORTED,,https://nylimages.s3.amazonaws.com/09456_Navy.jpg
Maidenform Womens Comfort Devotion Comfy Soft Full Coverage Wirefree Bra,10960,1233,09456,,34B,,,Navy/White,,,00014671706581,16.18,0,0,0.22,https://nylimages.s3.amazonaws.com/HBI_M09456_NavyWhite_sw.jpg,https://nylimages.s3.amazonaws.com/09456_Navy.jpg,NULL,NULL,NULL,Surprise! No Wires! Our Maidenform Comfort Devotion No Wire Demi Bra is sexy soft and wirefree with a boost of lift. Be comfortable from the inside out!Comfort cups with lift you'll love. Luxuriously soft sueded-touch fabric. Back and side smoothi ngfor a sleek look under clothes. Delicate lace detailing at neckline. Super soft hook & eye won't irritate skin. Leotard back helps keep straps in place.,Maidenform,Women,Bras,Wirefree Bras,Comfort Devotion,Laced,Nylon/elastane,,,,,,T-Shirt,,Hook & Eye,,,,,,,,,,1,,IMPORTED,,https://nylimages.s3.amazonaws.com/09456_Navy.jpg
Maidenform Womens Comfort Devotion Comfy Soft Full Coverage Wirefree Bra,10961,1233,09456,,34C,,,Navy/White,,,00014671706598,16.18,0,0,0.22,https://nylimages.s3.amazonaws.com/HBI_M09456_NavyWhite_sw.jpg,https://nylimages.s3.amazonaws.com/09456_Navy.jpg,NULL,NULL,NULL,Surprise! No Wires! Our Maidenform Comfort Devotion No Wire Demi Bra is sexy soft and wirefree with a boost of lift. Be comfortable from the inside out!Comfort cups with lift you'll love. Luxuriously soft sueded-touch fabric. Back and side smoothi ngfor a sleek look under clothes. Delicate lace detailing at neckline. Super soft hook & eye won't irritate skin. Leotard back helps keep straps in place.,Maidenform,Women,Bras,Wirefree Bras,Comfort Devotion,Laced,Nylon/elastane,,,,,,T-Shirt,,Hook & Eye,,,,,,,,,,1,,IMPORTED,,https://nylimages.s3.amazonaws.com/09456_Navy.jpg
Maidenform Womens Comfort Devotion Comfy Soft Full Coverage Wirefree Bra,10962,1233,09456,,36A,,,Navy/White,,,00014671706604,16.18,0,0,0.2,https://nylimages.s3.amazonaws.com/HBI_M09456_NavyWhite_sw.jpg,https://nylimages.s3.amazonaws.com/09456_Navy.jpg,NULL,NULL,NULL,Surprise! No Wires! Our Maidenform Comfort Devotion No Wire Demi Bra is sexy soft and wirefree with a boost of lift. Be comfortable from the inside out!Comfort cups with lift you'll love. Luxuriously soft sueded-touch fabric. Back and side smoothi ngfor a sleek look under clothes. Delicate lace detailing at neckline. Super soft hook & eye won't irritate skin. Leotard back helps keep straps in place.,Maidenform,Women,Bras,Wirefree Bras,Comfort Devotion,Laced,Nylon/elastane,,,,,,T-Shirt,,Hook & Eye,,,,,,,,,,1,,IMPORTED,,https://nylimages.s3.amazonaws.com/09456_Navy.jpg
Maidenform Womens Comfort Devotion Comfy Soft Full Coverage Wirefree Bra,10963,1233,09456,,36B,,,Navy/White,,,00014671706611,16.18,0,0,0.22,https://nylimages.s3.amazonaws.com/HBI_M09456_NavyWhite_sw.jpg,https://nylimages.s3.amazonaws.com/09456_Navy.jpg,NULL,NULL,NULL,Surprise! No Wires! Our Maidenform Comfort Devotion No Wire Demi Bra is sexy soft and wirefree with a boost of lift. Be comfortable from the inside out!Comfort cups with lift you'll love. Luxuriously soft sueded-touch fabric. Back and side smoothi ngfor a sleek look under clothes. Delicate lace detailing at neckline. Super soft hook & eye won't irritate skin. Leotard back helps keep straps in place.,Maidenform,Women,Bras,Wirefree Bras,Comfort Devotion,Laced,Nylon/elastane,,,,,,T-Shirt,,Hook & Eye,,,,,,,,,,1,,IMPORTED,,https://nylimages.s3.amazonaws.com/09456_Navy.jpg
Maidenform Womens Comfort Devotion Comfy Soft Full Coverage Wirefree Bra,10964,1233,09456,,36C,,,Navy/White,,,00014671706628,16.18,0,0,0.23,https://nylimages.s3.amazonaws.com/HBI_M09456_NavyWhite_sw.jpg,https://nylimages.s3.amazonaws.com/09456_Navy.jpg,NULL,NULL,NULL,Surprise! No Wires! Our Maidenform Comfort Devotion No Wire Demi Bra is sexy soft and wirefree with a boost of lift. Be comfortable from the inside out!Comfort cups with lift you'll love. Luxuriously soft sueded-touch fabric. Back and side smoothi ngfor a sleek look under clothes. Delicate lace detailing at neckline. Super soft hook & eye won't irritate skin. Leotard back helps keep straps in place.,Maidenform,Women,Bras,Wirefree Bras,Comfort Devotion,Laced,Nylon/elastane,,,,,,T-Shirt,,Hook & Eye,,,,,,,,,,1,,IMPORTED,,https://nylimages.s3.amazonaws.com/09456_Navy.jpg
